75.656785	-108.345560
75.759093	-90.286770
61.232294	-86.251550
61.743800	-52.693600
60.209280	-51.772880
54.991910	-57.808670
47.626207	-63.742140
38.828286	-69.471020
26.449818	-74.586090
18.572610	-77.552840
8.547073	-79.087350
-4.845376	-79.430360
-16.708810	-77.983620
-29.078610	-74.439050
-41.882438	-68.290320
-53.837330	-59.505050
-60.798829	-51.833420
-67.526265	-43.116690
-69.587899	-44.563450
-61.739224	-54.220570
-55.409647	-60.948010
-46.041874	-67.928620
-35.733708	-73.788000
-22.893710	-78.345300
-14.972698	-80.443110
-6.292136	-81.528160
3.835186	-81.455860
13.528479	-80.587830
21.413323	-78.924040
21.557999	-85.796150
52.952698	-93.898010
53.025038	-91.800210
23.800480	-84.277050
24.017495	-78.417670
30.889605	-80.660160
31.251295	-78.634680
26.771655	-77.245250
33.783126	-74.222070
53.386727	-78.851690
53.459067	-68.941390
51.216589	-68.652040
51.144249	-76.536880
36.893662	-72.702970
41.884984	-69.954120
50.420870	-64.311750
55.701543	-59.754460
58.595065	-56.933280
58.522725	-85.434460
36.604309	-80.153770
36.097941	-82.540940
58.884416	-88.038630
58.739742	-101.710510
21.992029	-91.655530
21.992029	-94.259710
64.454443	-105.255080
64.382103	-102.578560
61.416245	-102.216880
61.416245	-88.762020
73.207340	-91.872540
73.569030	-105.689100
70.241482	-104.821040
70.241482	-107.063520
